,Order ID,Gender,Visting,PaperlessBilling,PaymentMethod,Monthly Spending,Total Spending,Churn
672,CA-2017-111178,Male,Month-to-month,Yes,Mailed check,75.05,75.05,Yes
673,CA-2017-130351,Female,Month-to-month,Yes,Credit card (automatic),24.85,493.4,No
674,CA-2017-130351,Male,Month-to-month,Yes,Electronic check,49.15,2550.9,Yes
675,CA-2017-130351,Female,Two year,Yes,Electronic check,110.35,7246.15,No
676,US-2017-119438,Female,One year,No,Bank transfer (automatic),24.55,1203.95,No
677,US-2017-119438,Female,Month-to-month,Yes,Electronic check,34.7,62.25,Yes
678,US-2017-119438,Male,Month-to-month,No,Mailed check,107.95,313.6,No
679,US-2017-119438,Female,Month-to-month,No,Bank transfer (automatic),81.4,3775.85,No
680,CA-2016-164511,Female,Month-to-month,No,Electronic check,80.0,80.0,Yes
681,CA-2016-164511,Male,Two year,Yes,Bank transfer (automatic),73.8,4616.05,No
682,CA-2016-164511,Female,Month-to-month,Yes,Credit card (automatic),64.4,195.65,No
683,US-2017-168116,Male,One year,Yes,Credit card (automatic),103.75,4188.4,No
684,US-2017-168116,Male,Month-to-month,No,Mailed check,71.1,71.1,No
685,CA-2014-157784,Male,Month-to-month,Yes,Electronic check,49.9,49.9,No
686,CA-2014-157784,Male,One year,Yes,Bank transfer (automatic),24.6,1266.4,No
687,CA-2014-157784,Female,Month-to-month,Yes,Electronic check,49.25,91.1,Yes
688,CA-2017-161480,Female,One year,No,Mailed check,30.1,1623.4,No
689,US-2014-117135,Female,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,No
690,US-2014-117135,Male,Month-to-month,Yes,Mailed check,20.45,20.45,No
691,US-2014-117135,Male,One year,Yes,Bank transfer (automatic),75.25,2344.5,No
692,CA-2015-131534,Female,One year,No,Credit card (automatic),20.55,1013.05,No
693,CA-2015-131534,Female,Month-to-month,Yes,Credit card (automatic),75.1,270.7,Yes
694,CA-2015-119291,Female,One year,Yes,Mailed check,20.05,417.0,No
695,CA-2015-119291,Male,Month-to-month,Yes,Mailed check,20.65,20.65,No
696,CA-2015-119291,Male,Two year,Yes,Bank transfer (automatic),85.15,6316.2,No
697,CA-2015-119291,Female,Month-to-month,Yes,Electronic check,50.15,168.15,Yes
698,CA-2015-119291,Male,One year,Yes,Bank transfer (automatic),84.95,4018.05,No
699,CA-2015-119291,Male,Two year,Yes,Credit card (automatic),66.5,4811.6,No
700,CA-2015-119291,Male,Two year,Yes,Bank transfer (automatic),63.3,4189.7,No
701,CA-2017-114552,Female,Month-to-month,No,Electronic check,83.15,2848.45,No
702,CA-2016-163755,Male,Month-to-month,Yes,Electronic check,84.9,2516.2,No
703,CA-2015-142027,Female,Month-to-month,Yes,Mailed check,20.55,33.6,No
704,CA-2014-138527,Male,Month-to-month,No,Mailed check,49.25,208.45,No
705,CA-2014-138527,Female,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,Yes
706,CA-2014-138527,Female,Two year,Yes,Mailed check,59.6,3739.8,No
707,CA-2014-112158,Male,One year,Yes,Bank transfer (automatic),104.65,2964.0,No
708,CA-2014-112158,Female,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,No
709,CA-2014-112158,Male,Month-to-month,No,Credit card (automatic),80.1,2211.8,No
710,CA-2014-113887,Male,Month-to-month,No,Mailed check,19.55,19.55,Yes
711,CA-2017-146136,Male,Month-to-month,Yes,Mailed check,81.0,1683.7,No
712,US-2017-100048,Female,Two year,Yes,Credit card (automatic),24.7,1519.0,No
713,US-2017-100048,Male,Month-to-month,Yes,Mailed check,86.0,1164.05,No
714,US-2017-100048,Female,Two year,No,Mailed check,25.4,1710.9,No
715,CA-2014-153150,Female,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,No
716,CA-2014-130092,Female,Two year,No,Bank transfer (automatic),58.25,4145.9,No
717,CA-2017-108910,Male,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,No
718,CA-2014-104472,Male,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,No
719,CA-2014-104472,Male,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,No
720,CA-2016-112942,Male,One year,No,Mailed check,20.2,34.75,No
721,CA-2016-142335,Male,Two year,No,Credit card (automatic),20.55,1305.95,No
722,CA-2016-142335,Male,Month-to-month,Yes,Electronic check,85.95,381.3,Yes
723,CA-2014-117429,Male,Month-to-month,Yes,Electronic check,45.35,141.5,Yes
724,CA-2016-114713,Male,Month-to-month,Yes,Electronic check,94.5,3105.55,Yes
725,CA-2017-144113,Male,Month-to-month,Yes,Mailed check,21.25,204.55,No
726,CA-2017-144113,Male,Two year,No,Mailed check,26.25,605.9,No
727,US-2016-150861,Male,Month-to-month,Yes,Electronic check,80.85,356.1,No
728,US-2016-150861,Female,Month-to-month,No,Credit card (automatic),91.7,2758.15,Yes
729,US-2016-150861,Female,Two year,Yes,Credit card (automatic),74.2,4805.65,No
730,US-2016-150861,Male,Month-to-month,Yes,Electronic check,87.25,3941.7,Yes
731,US-2016-150861,Male,Month-to-month,No,Mailed check,20.35,92.75,No
732,CA-2017-131954,Male,Month-to-month,Yes,Electronic check,75.5,1901.05,No
733,CA-2017-131954,Male,Two year,No,Bank transfer (automatic),79.05,5730.7,No
734,CA-2017-131954,Female,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No
735,CA-2017-131954,Male,Month-to-month,No,Credit card (automatic),50.6,1653.45,No
736,CA-2017-131954,Male,One year,No,Credit card (automatic),110.45,3327.05,No
737,CA-2017-131954,Male,Two year,No,Credit card (automatic),101.0,7085.5,No
738,CA-2014-132500,Male,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,No
739,CA-2014-112326,Male,Two year,Yes,Bank transfer (automatic),89.85,6697.35,No
740,CA-2014-112326,Female,Two year,Yes,Mailed check,65.0,2879.9,No
741,CA-2014-112326,Male,Month-to-month,Yes,Electronic check,80.45,137.1,No
742,US-2016-146710,Male,Month-to-month,No,Electronic check,98.55,1008.55,Yes
743,US-2016-146710,Male,Two year,Yes,Mailed check,24.1,1551.6,No
744,US-2016-146710,Male,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No
745,US-2016-146710,Female,Two year,Yes,Credit card (automatic),110.8,7882.25,No
746,CA-2014-124429,Female,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No
747,CA-2014-124429,Female,Month-to-month,No,Mailed check,75.05,202.9,No
748,CA-2016-150889,Female,Two year,No,Mailed check,19.25,855.1,No
749,CA-2017-126074,Male,One year,Yes,Credit card (automatic),90.05,5817.0,No
750,CA-2017-126074,Male,Month-to-month,Yes,Mailed check,56.7,1652.95,No
751,CA-2017-126074,Male,Two year,Yes,Credit card (automatic),80.15,5600.15,No
752,CA-2017-126074,Male,Month-to-month,Yes,Credit card (automatic),71.35,515.75,No
753,CA-2016-110499,Male,Two year,No,Mailed check,20.25,515.75,No
754,CA-2015-135272,Male,Month-to-month,No,Electronic check,90.35,190.5,No
755,CA-2016-140928,Female,Month-to-month,Yes,Electronic check,98.55,1842.8,Yes
756,CA-2014-106803,Female,Two year,No,Bank transfer (automatic),19.7,1253.8,No
757,CA-2014-106803,Female,Month-to-month,No,Mailed check,19.85,57.2,No
758,CA-2017-117240,Male,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes
759,CA-2017-133333,Female,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No
760,CA-2015-112319,Female,Month-to-month,No,Mailed check,20.8,20.8,No
761,CA-2017-126046,Male,Month-to-month,No,Electronic check,89.25,1907.85,Yes
762,CA-2015-114923,Male,Month-to-month,Yes,Electronic check,70.3,208.85,Yes
763,CA-2014-162775,Male,Two year,No,Bank transfer (automatic),66.85,4758.8,No
764,CA-2014-162775,Female,Two year,No,Mailed check,19.9,1292.6,No
765,CA-2014-162775,Male,Month-to-month,Yes,Mailed check,35.8,363.15,No
766,CA-2014-162775,Male,Month-to-month,Yes,Mailed check,78.85,1600.25,No
767,CA-2014-162775,Male,One year,No,Bank transfer (automatic),20.4,275.7,No
768,CA-2014-106810,Male,Month-to-month,Yes,Electronic check,74.25,3089.1,No
769,CA-2016-157245,Male,One year,No,Mailed check,64.8,1175.6,No
770,CA-2017-104220,Male,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No
771,CA-2017-104220,Male,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes
772,CA-2017-104220,Female,Month-to-month,No,Mailed check,19.9,19.9,Yes
773,CA-2017-104220,Female,Month-to-month,Yes,Mailed check,88.9,454.15,Yes
774,CA-2017-104220,Male,One year,Yes,Electronic check,95.8,3036.75,Yes
775,CA-2017-104220,Female,Two year,Yes,Credit card (automatic),110.65,8065.65,No
776,CA-2014-165974,Male,Month-to-month,No,Mailed check,40.3,92.5,No
777,CA-2015-144267,Male,Month-to-month,Yes,Electronic check,82.0,184.65,Yes
778,CA-2015-144267,Male,One year,Yes,Credit card (automatic),107.0,6152.3,No
779,CA-2015-144267,Female,Month-to-month,No,Electronic check,45.35,89.5,Yes
780,CA-2015-144267,Male,Two year,Yes,Credit card (automatic),73.35,5154.5,No
781,US-2015-157014,Female,Month-to-month,No,Mailed check,44.8,220.45,No
782,US-2015-157014,Female,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,No
783,US-2015-157014,Male,Month-to-month,Yes,Electronic check,52.2,52.2,Yes
784,US-2015-157014,Female,One year,Yes,Bank transfer (automatic),40.6,2588.95,No
785,CA-2015-154921,Male,One year,Yes,Electronic check,110.0,4874.8,Yes
786,CA-2017-129567,Male,Two year,No,Bank transfer (automatic),55.3,3983.6,No
787,CA-2015-154620,Male,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,No
788,CA-2015-115938,Female,One year,No,Electronic check,78.4,1832.4,No
789,CA-2015-115938,Male,Two year,No,Bank transfer (automatic),69.65,4908.25,No
790,CA-2015-115938,Male,Two year,No,Credit card (automatic),59.85,3590.2,No
791,CA-2015-115938,Male,One year,Yes,Credit card (automatic),76.9,5023.0,No
792,CA-2016-105256,Male,Two year,Yes,Mailed check,19.85,146.6,No
793,CA-2014-156433,Female,Two year,No,Credit card (automatic),67.65,2339.3,No
794,CA-2014-156433,Female,Month-to-month,No,Credit card (automatic),45.0,298.7,No
795,CA-2017-151428,Female,Month-to-month,Yes,Mailed check,64.2,143.65,No
796,CA-2015-124653,Female,One year,No,Credit card (automatic),81.7,2548.65,No
797,CA-2015-124653,Female,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,No
798,CA-2015-124653,Male,Month-to-month,No,Electronic check,20.0,20.0,No
799,CA-2015-101910,Male,One year,Yes,Electronic check,96.75,6125.4,Yes
800,CA-2017-105809,Male,Two year,Yes,Credit card (automatic),75.65,5411.4,No
801,CA-2017-105809,Male,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes
802,CA-2016-136133,Female,Two year,Yes,Mailed check,23.8,903.8,No
803,CA-2016-115504,Male,Two year,Yes,Credit card (automatic),64.2,3009.5,No
804,CA-2017-135783,Male,Month-to-month,Yes,Electronic check,85.35,489.45,Yes
805,CA-2014-134313,Male,Two year,Yes,Bank transfer (automatic),76.8,5468.45,No
806,CA-2014-134313,Female,Month-to-month,No,Credit card (automatic),55.2,1058.1,No
807,CA-2015-140921,Male,Two year,Yes,Credit card (automatic),108.55,7616.0,No
808,CA-2015-140921,Female,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes
809,CA-2014-151995,Male,Month-to-month,Yes,Electronic check,69.55,69.55,Yes
810,CA-2014-151995,Female,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes
811,CA-2014-151995,Female,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes
812,CA-2014-151995,Male,Two year,No,Electronic check,25.25,1108.2,No
813,CA-2017-143686,Female,One year,No,Bank transfer (automatic),30.4,938.65,No
814,CA-2017-143686,Male,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No
815,CA-2015-106565,Male,Month-to-month,Yes,Mailed check,84.6,2088.05,No
816,CA-2016-149370,Female,Month-to-month,Yes,Mailed check,86.2,178.7,Yes
817,CA-2014-140858,Female,One year,Yes,Bank transfer (automatic),103.7,5656.75,No
818,CA-2014-140858,Female,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes
819,CA-2014-140858,Male,Two year,Yes,Credit card (automatic),88.0,5986.45,No
820,CA-2014-140858,Female,Month-to-month,Yes,Electronic check,106.35,6751.35,No
821,CA-2014-140858,Female,Two year,Yes,Credit card (automatic),79.15,3566.6,No
822,CA-2017-101434,Female,One year,Yes,Electronic check,103.1,4889.3,No
823,CA-2017-101434,Female,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No
824,US-2014-102071,Female,Two year,Yes,Credit card (automatic),25.8,1563.95,No
825,US-2014-102071,Male,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes
826,CA-2017-126956,Male,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes
827,CA-2017-126956,Female,Month-to-month,No,Mailed check,25.55,372.45,No
828,CA-2017-126956,Male,One year,No,Electronic check,90.95,5453.4,Yes
829,CA-2017-129462,Female,Month-to-month,Yes,Electronic check,44.85,1442.6,No
830,CA-2017-129462,Male,One year,No,Electronic check,108.55,5610.7,Yes
831,CA-2017-129462,Male,Two year,No,Credit card (automatic),25.05,963.95,No
832,CA-2017-129462,Male,One year,No,Credit card (automatic),74.1,5222.3,No
833,CA-2016-165316,Female,Month-to-month,Yes,Electronic check,88.8,3340.55,No
834,CA-2016-165316,Female,Month-to-month,Yes,Electronic check,78.85,292.8,Yes
835,CA-2016-165316,Female,Month-to-month,Yes,Electronic check,93.25,5774.55,No
836,US-2014-115987,Female,One year,No,Credit card (automatic),71.4,4487.3,No
837,US-2017-156083,Female,Month-to-month,No,Mailed check,44.4,44.4,Yes
838,US-2016-137547,Female,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No
839,CA-2015-100454,Female,Two year,No,Credit card (automatic),20.4,905.55,No
840,CA-2015-100454,Female,One year,Yes,Electronic check,100.0,5509.3,Yes
841,CA-2015-100454,Female,Two year,Yes,Credit card (automatic),105.0,7589.8,No
842,CA-2016-161669,Female,One year,No,Bank transfer (automatic),19.8,229.6,Yes
843,CA-2016-161669,Male,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,No
844,CA-2016-161669,Female,Month-to-month,Yes,Electronic check,89.9,89.9,Yes
845,CA-2016-161669,Male,One year,No,Mailed check,20.55,295.95,No
846,CA-2015-114300,Male,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No
847,CA-2015-114300,Female,One year,No,Credit card (automatic),33.15,444.75,No
848,CA-2017-107503,Female,Two year,Yes,Credit card (automatic),92.0,6782.15,No
849,CA-2014-107755,Male,Two year,No,Credit card (automatic),89.8,6510.45,No
850,CA-2016-152534,Male,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No
851,CA-2016-152534,Male,Two year,Yes,Mailed check,85.15,4461.85,No
852,CA-2016-113747,Male,Month-to-month,No,Mailed check,24.85,62.0,No
853,CA-2016-123274,Female,Month-to-month,Yes,Electronic check,64.35,352.65,No
854,CA-2016-123274,Female,Two year,No,Credit card (automatic),20.5,1424.9,No
855,CA-2014-125612,Male,One year,Yes,Electronic check,100.15,6413.65,Yes
856,CA-2014-125612,Male,Two year,No,Credit card (automatic),86.05,6309.65,No
857,CA-2014-125612,Female,Month-to-month,No,Electronic check,50.8,50.8,Yes
858,CA-2017-161984,Female,One year,No,Electronic check,89.0,5898.6,No
859,CA-2017-161984,Female,Two year,Yes,Credit card (automatic),64.8,4719.75,No
860,CA-2014-133851,Male,One year,No,Credit card (automatic),19.8,457.3,No
861,CA-2014-133851,Female,Two year,No,Bank transfer (automatic),93.4,5822.3,No
862,CA-2016-134474,Male,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes
863,CA-2016-134474,Male,Month-to-month,Yes,Electronic check,95.1,307.4,Yes
864,CA-2016-134474,Female,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,Yes
865,CA-2014-149020,Female,Month-to-month,Yes,Mailed check,80.6,319.15,Yes
866,CA-2014-149020,Male,Two year,Yes,Bank transfer (automatic),39.0,2337.45,No
867,CA-2016-134362,Male,Month-to-month,Yes,Mailed check,20.5,104.3,No
868,CA-2014-136742,Female,One year,No,Electronic check,85.55,5084.65,Yes
869,CA-2016-158099,Male,Two year,Yes,Mailed check,26.4,121.25,No
870,CA-2016-158099,Male,Two year,Yes,Bank transfer (automatic),98.2,7015.9,No
871,CA-2015-131128,Male,One year,Yes,Credit card (automatic),97.55,5598.0,No
872,CA-2014-148488,Female,Two year,No,Credit card (automatic),19.95,1269.1,No
873,CA-2014-148488,Female,Month-to-month,Yes,Electronic check,50.8,3027.4,Yes
874,CA-2017-114636,Male,Two year,No,Bank transfer (automatic),99.7,4634.35,No
875,CA-2016-116736,Male,Month-to-month,Yes,Credit card (automatic),34.8,113.95,No
876,CA-2016-116736,Male,Month-to-month,No,Electronic check,105.1,1582.75,Yes
877,CA-2016-116736,Female,One year,No,Bank transfer (automatic),60.15,3077.0,No
878,US-2014-158638,Female,One year,No,Electronic check,64.75,4039.5,No
879,CA-2017-111689,Male,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,No
880,CA-2017-111689,Female,Month-to-month,Yes,Electronic check,110.1,1043.3,Yes
881,CA-2015-129098,Female,One year,No,Credit card (automatic),19.3,504.2,No
882,US-2017-123463,Male,Month-to-month,No,Electronic check,83.9,497.55,Yes
883,CA-2016-165148,Male,One year,Yes,Electronic check,111.25,7511.65,No
884,CA-2014-134061,Female,One year,Yes,Credit card (automatic),35.8,1782.0,No
885,CA-2015-143602,Male,Month-to-month,Yes,Mailed check,20.05,20.05,No
886,CA-2017-115364,Female,Month-to-month,Yes,Electronic check,84.35,609.65,No
887,CA-2017-150707,Female,One year,Yes,Bank transfer (automatic),110.5,2857.6,No
888,CA-2014-104976,Female,One year,No,Credit card (automatic),91.2,3247.55,No
889,CA-2017-132934,Male,Month-to-month,Yes,Electronic check,100.55,6215.35,Yes
890,CA-2017-132934,Male,Month-to-month,No,Electronic check,89.3,2823.0,No
891,CA-2017-133256,Female,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Yes
892,CA-2017-133256,Male,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,No
893,CA-2017-133256,Male,Month-to-month,No,Electronic check,24.6,24.6,Yes
894,CA-2016-105494,Female,One year,Yes,Credit card (automatic),81.2,4965.1,No
895,CA-2016-105494,Male,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,No
896,CA-2016-140634,Female,Two year,Yes,Bank transfer (automatic),116.1,8310.55,No
897,CA-2014-144407,Male,Two year,No,Electronic check,105.55,5682.25,No
898,CA-2017-160983,Female,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,Yes
899,US-2016-114622,Male,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,No
900,CA-2017-150959,Female,Month-to-month,No,Mailed check,19.5,27.55,No
901,CA-2017-150959,Male,Month-to-month,No,Credit card (automatic),98.3,923.5,Yes
902,CA-2017-132353,Male,Month-to-month,No,Electronic check,93.85,1625.65,Yes
903,CA-2016-130477,Male,One year,Yes,Credit card (automatic),105.6,6068.65,No
904,CA-2016-130477,Male,Two year,No,Credit card (automatic),81.35,5398.6,No
905,CA-2016-130477,Male,Month-to-month,Yes,Electronic check,100.5,918.6,Yes
906,CA-2017-143259,Male,Month-to-month,Yes,Electronic check,56.4,234.85,No
907,CA-2017-143259,Female,One year,Yes,Bank transfer (automatic),65.35,1231.85,No
908,CA-2017-143259,Female,Month-to-month,No,Mailed check,19.95,170.9,No
909,CA-2017-137596,Male,Two year,Yes,Electronic check,111.25,7984.15,No
910,CA-2017-137596,Male,Month-to-month,Yes,Electronic check,72.85,688.65,Yes
911,CA-2017-137596,Male,Month-to-month,No,Credit card (automatic),89.0,1288.3,No
912,CA-2015-133627,Male,One year,Yes,Bank transfer (automatic),106.1,7848.5,No
913,CA-2017-102519,Female,One year,No,Credit card (automatic),20.05,267.0,No
914,CA-2017-102519,Male,Two year,Yes,Bank transfer (automatic),25.2,1798.9,No
915,US-2014-141215,Male,Month-to-month,Yes,Electronic check,73.55,73.55,Yes
916,US-2014-141215,Female,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,No
917,US-2014-141215,Female,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No
918,CA-2016-165218,Female,Month-to-month,Yes,Electronic check,80.7,2193.0,No
919,CA-2016-165218,Male,One year,Yes,Mailed check,104.55,2239.4,No
920,CA-2014-138296,Male,One year,No,Bank transfer (automatic),24.15,1505.9,No
921,CA-2015-111164,Male,Month-to-month,No,Mailed check,20.45,255.35,No
922,CA-2015-111164,Female,Month-to-month,Yes,Electronic check,75.4,1189.4,No
923,CA-2015-111164,Male,One year,Yes,Credit card (automatic),79.7,4786.15,No
924,CA-2016-149797,Female,Month-to-month,No,Electronic check,81.7,1820.9,No
925,CA-2014-132962,Male,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No
926,CA-2014-132962,Female,Month-to-month,Yes,Electronic check,79.4,205.05,Yes
927,CA-2015-115091,Female,Month-to-month,Yes,Electronic check,81.15,952.3,Yes
928,CA-2015-115091,Female,Two year,Yes,Credit card (automatic),103.75,7039.45,No
929,CA-2017-144932,Female,One year,No,Electronic check,86.45,2538.05,No
930,CA-2017-144932,Female,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No
931,CA-2017-144932,Male,Two year,No,Bank transfer (automatic),80.6,2651.1,No
932,CA-2017-114216,Male,Two year,No,Credit card (automatic),19.3,1304.8,No
933,CA-2016-140081,Male,Month-to-month,Yes,Electronic check,84.6,360.1,Yes
934,CA-2016-140081,Female,One year,Yes,Mailed check,33.6,435.45,No
935,CA-2016-140081,Male,Month-to-month,Yes,Electronic check,83.25,308.05,No
936,CA-2016-140081,Male,Two year,No,Mailed check,80.85,308.05,No
937,US-2017-111745,Male,Month-to-month,Yes,Electronic check,79.05,434.5,Yes
938,CA-2015-148250,Female,One year,Yes,Credit card (automatic),108.05,7118.9,No
939,CA-2015-148250,Male,Month-to-month,No,Mailed check,19.9,320.45,No
940,CA-2016-105760,Female,One year,No,Bank transfer (automatic),21.05,531.55,No
941,CA-2016-142958,Female,Month-to-month,No,Electronic check,30.15,382.2,No
942,CA-2016-142958,Female,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,No
943,CA-2015-120880,Female,Two year,No,Bank transfer (automatic),65.5,4919.7,No
944,CA-2015-120880,Male,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,No
945,CA-2015-120880,Female,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Yes
946,US-2015-140200,Male,Month-to-month,Yes,Mailed check,20.5,77.6,No
947,US-2017-110576,Female,Month-to-month,Yes,Mailed check,91.35,2896.55,No
948,US-2017-110576,Male,Month-to-month,Yes,Electronic check,99.05,3395.8,Yes
949,US-2017-110576,Female,Two year,No,Bank transfer (automatic),20.5,759.35,No
950,US-2017-110576,Female,Month-to-month,No,Mailed check,44.95,85.15,Yes
951,US-2017-110576,Female,Month-to-month,No,Electronic check,75.6,535.55,No
952,CA-2017-131156,Female,Month-to-month,No,Mailed check,55.1,1253.15,No
953,CA-2017-136539,Female,Month-to-month,No,Electronic check,58.95,955.15,No
954,CA-2017-136539,Male,Month-to-month,Yes,Electronic check,95.1,2162.6,No
955,CA-2017-119305,Female,Month-to-month,No,Credit card (automatic),44.7,44.7,Yes
956,CA-2017-102414,Female,Two year,No,Bank transfer (automatic),25.45,1813.35,No
957,CA-2017-102414,Female,Month-to-month,No,Electronic check,56.75,245.15,No
958,CA-2017-102414,Female,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,No
959,CA-2015-112571,Male,Month-to-month,Yes,Electronic check,86.1,2723.75,No
960,CA-2017-152142,Female,Month-to-month,No,Bank transfer (automatic),29.8,220.45,No
961,CA-2015-160059,Female,One year,Yes,Mailed check,20.5,365.8,No
962,CA-2016-120859,Female,Month-to-month,No,Bank transfer (automatic),60.9,551.95,No
963,CA-2014-127488,Female,Two year,No,Bank transfer (automatic),73.25,4054.2,No
964,CA-2017-135279,Male,Month-to-month,Yes,Mailed check,45.7,45.7,Yes
965,CA-2017-135279,Male,Month-to-month,No,Credit card (automatic),100.3,832.35,Yes
966,CA-2017-135279,Female,Month-to-month,No,Electronic check,19.25,112.3,Yes
967,CA-2017-135279,Male,Month-to-month,No,Mailed check,20.85,60.65,No
968,CA-2017-135279,Female,Two year,No,Credit card (automatic),77.35,5550.1,No
969,CA-2017-135279,Male,Month-to-month,Yes,Electronic check,96.0,174.8,Yes
970,CA-2014-115791,Male,Month-to-month,No,Electronic check,90.55,90.55,Yes
971,CA-2014-115791,Male,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,No
972,CA-2014-115791,Male,Two year,No,Bank transfer (automatic),70.1,4048.95,No
973,CA-2014-115791,Male,Month-to-month,Yes,Electronic check,30.35,1359.7,Yes
974,US-2017-103247,Male,Two year,Yes,Credit card (automatic),75.95,4542.35,No
975,US-2017-103247,Male,Two year,Yes,Electronic check,108.05,7532.15,Yes
976,US-2017-100209,Male,Month-to-month,Yes,Electronic check,69.9,69.9,Yes
977,CA-2017-159366,Female,Month-to-month,No,Electronic check,75.25,888.65,No
978,CA-2016-145499,Male,One year,Yes,Electronic check,103.75,6383.35,Yes
979,CA-2015-157035,Female,One year,Yes,Bank transfer (automatic),54.95,1916.0,No
980,CA-2016-144939,Female,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,No
981,CA-2014-163419,Male,Two year,No,Mailed check,19.6,808.95,No
982,CA-2014-163419,Male,One year,Yes,Electronic check,47.85,1886.4,No
983,CA-2014-163419,Male,Month-to-month,Yes,Electronic check,86.6,86.6,Yes
984,CA-2017-100314,Male,Two year,No,Bank transfer (automatic),23.75,1679.25,No
985,CA-2017-100314,Male,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,Yes
986,CA-2017-100314,Male,Month-to-month,No,Bank transfer (automatic),43.8,540.95,No
987,CA-2015-146829,Male,Month-to-month,No,Bank transfer (automatic),19.75,19.75,No
988,CA-2017-167899,Male,Month-to-month,No,Mailed check,19.15,537.35,No
989,CA-2017-167899,Male,One year,No,Credit card (automatic),19.6,678.8,No
990,CA-2015-153549,Male,Two year,No,Bank transfer (automatic),80.3,4513.65,No
991,CA-2016-110023,Male,Two year,No,Credit card (automatic),24.35,1423.85,No
992,CA-2016-105585,Female,Two year,No,Credit card (automatic),25.25,555.4,No
993,CA-2016-105585,Female,Two year,No,Credit card (automatic),26.1,225.55,No
994,CA-2014-117639,Female,Two year,No,Credit card (automatic),20.0,268.45,No
995,CA-2014-117639,Male,Month-to-month,No,Credit card (automatic),85.3,2917.5,Yes
996,CA-2015-162537,Male,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,Yes
997,CA-2015-162537,Male,Month-to-month,Yes,Electronic check,94.3,424.45,Yes
998,CA-2015-162537,Male,Two year,No,Bank transfer (automatic),20.7,1492.1,No
999,CA-2015-162537,Male,Month-to-month,No,Electronic check,70.3,132.4,No
1000,CA-2016-155488,Female,Month-to-month,Yes,Electronic check,95.35,660.9,Yes
1001,CA-2015-124891,Male,Month-to-month,Yes,Electronic check,75.5,1893.95,Yes
1002,CA-2015-124891,Male,Month-to-month,Yes,Mailed check,69.55,284.9,No
1003,CA-2015-124891,Male,Two year,No,Mailed check,19.85,784.25,No
1004,CA-2015-126445,Female,Month-to-month,No,Mailed check,20.0,417.7,No
1005,CA-2015-111199,Male,One year,Yes,Credit card (automatic),95.85,5016.25,No
1006,CA-2015-105312,Male,Month-to-month,Yes,Electronic check,90.1,1612.75,Yes
