,Order ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1327,CA-2016-128258,Male,Yes,51.0,Yes,Artist,0.0,Average,3.0,Cat_6,C
1328,CA-2017-106033,Male,Yes,47.0,No,Entertainment,0.0,Average,3.0,Cat_6,B
1329,CA-2016-142762,Male,Yes,52.0,Yes,Artist,1.0,Average,4.0,Cat_6,A
1330,CA-2017-127705,Male,Yes,59.0,Yes,Lawyer,1.0,High,2.0,Cat_6,C
1331,CA-2017-127705,Male,Yes,57.0,No,Engineer,1.0,Average,2.0,Cat_6,A
1332,CA-2014-122567,Female,Yes,86.0,Yes,Lawyer,1.0,High,2.0,Cat_6,D
1333,CA-2014-122567,Male,Yes,49.0,Yes,Artist,1.0,Average,2.0,Cat_6,C
1334,CA-2014-121664,Male,No,30.0,No,Doctor,1.0,Low,4.0,Cat_4,B
1335,CA-2016-122133,Female,Yes,43.0,No,Engineer,0.0,Average,4.0,Cat_6,A
1336,US-2017-123281,Male,No,19.0,No,Healthcare,0.0,Low,5.0,Cat_2,D
1337,CA-2017-100524,Male,No,20.0,No,Healthcare,0.0,Low,4.0,Cat_6,D
1338,CA-2017-100524,Male,No,19.0,No,Healthcare,0.0,Low,3.0,Cat_6,D
1339,CA-2017-100524,Female,Yes,43.0,Yes,Doctor,0.0,Low,1.0,Cat_6,A
1340,CA-2017-113481,Male,No,31.0,No,Healthcare,0.0,Low,4.0,Cat_4,B
1341,CA-2017-113481,Male,Yes,30.0,No,Executive,1.0,High,2.0,Cat_6,D
1342,CA-2017-113481,Male,Yes,27.0,Yes,Doctor,8.0,Average,3.0,Cat_6,B
1343,CA-2015-131758,Male,Yes,36.0,Yes,Executive,8.0,High,4.0,Cat_6,B
1344,CA-2015-131758,Male,Yes,47.0,Yes,Executive,0.0,Low,2.0,Cat_6,A
1345,CA-2014-118339,Male,Yes,35.0,Yes,Executive,1.0,High,4.0,Cat_6,A
1346,CA-2014-118339,Male,Yes,25.0,Yes,Entertainment,0.0,Low,2.0,Cat_7,D
1347,CA-2014-118339,Female,Yes,25.0,No,Artist,0.0,Low,3.0,Cat_6,D
1348,CA-2014-118339,Male,No,38.0,No,Artist,1.0,Low,1.0,Cat_3,C
1349,CA-2014-118339,Female,No,32.0,No,Engineer,0.0,Low,3.0,Cat_6,A
1350,CA-2014-153976,Male,Yes,48.0,No,Executive,1.0,High,6.0,Cat_6,A
1351,CA-2016-162901,Female,No,38.0,No,Artist,10.0,Low,1.0,Cat_6,A
1352,CA-2017-162978,Male,Yes,70.0,No,Executive,10.0,High,2.0,Cat_6,A
1353,CA-2017-162978,Male,No,42.0,Yes,Marketing,10.0,Low,1.0,Cat_6,C
1354,CA-2017-162978,Female,Yes,85.0,Yes,Artist,1.0,High,2.0,Cat_2,D
1355,US-2014-160444,Female,No,25.0,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
1356,US-2014-160444,Female,No,31.0,Yes,Doctor,1.0,Low,2.0,Cat_4,D
1357,CA-2016-145247,Female,No,20.0,No,Healthcare,3.0,Low,4.0,Cat_4,D
1358,CA-2017-160045,Female,Yes,37.0,Yes,Artist,0.0,Average,2.0,Cat_4,B
1359,US-2014-151925,Male,No,33.0,Yes,Artist,8.0,Low,2.0,Cat_6,A
1360,CA-2017-125199,Female,No,52.0,No,Artist,5.0,Low,1.0,Cat_6,C
1361,CA-2017-125199,Male,No,26.0,Yes,Doctor,0.0,Low,3.0,Cat_6,A
1362,CA-2017-125199,Female,No,21.0,No,Healthcare,9.0,Low,5.0,Cat_4,D
1363,US-2017-155425,Female,No,42.0,Yes,Engineer,0.0,Low,1.0,Cat_6,C
1364,US-2017-155425,Female,Yes,35.0,Yes,Homemaker,0.0,Average,4.0,Cat_2,D
1365,US-2017-155425,Male,Yes,39.0,Yes,Artist,0.0,Average,4.0,Cat_6,D
1366,US-2017-155425,Female,Yes,41.0,Yes,Doctor,1.0,Average,2.0,Cat_6,D
1367,US-2017-155425,Female,No,18.0,No,Healthcare,1.0,Low,5.0,Cat_6,A
1368,CA-2017-133249,Male,No,22.0,No,Healthcare,0.0,Low,1.0,Cat_6,D
1369,US-2015-103471,Female,Yes,25.0,No,Engineer,2.0,Low,2.0,Cat_6,A
1370,US-2015-103471,Female,No,20.0,No,Healthcare,4.0,Low,5.0,Cat_6,A
1371,CA-2017-136672,Female,No,18.0,No,Entertainment,0.0,Low,4.0,Cat_2,A
1372,US-2014-157021,Female,No,20.0,No,Healthcare,1.0,Low,5.0,Cat_5,D
1373,US-2014-157021,Male,No,21.0,No,Marketing,0.0,Low,4.0,Cat_2,D
1374,CA-2015-120362,Female,No,25.0,No,Healthcare,1.0,Low,4.0,Cat_3,A
1375,CA-2014-126361,Female,Yes,60.0,Yes,Artist,1.0,Average,2.0,Cat_6,A
1376,CA-2014-126361,Female,Yes,46.0,No,Engineer,0.0,Average,5.0,Cat_3,A
1377,CA-2014-126361,Male,Yes,68.0,No,Executive,1.0,High,2.0,Cat_6,A
1378,CA-2014-126361,Male,No,21.0,No,Healthcare,1.0,Low,4.0,Cat_2,B
1379,CA-2014-126361,Male,No,27.0,Yes,Doctor,0.0,Low,3.0,Cat_6,C
1380,CA-2014-126361,Male,Yes,59.0,Yes,Executive,1.0,High,4.0,Cat_6,C
1381,US-2016-100566,Female,No,26.0,Yes,Artist,8.0,Low,1.0,Cat_6,B
1382,US-2016-108504,Male,Yes,26.0,Yes,Artist,0.0,Average,2.0,Cat_6,D
1383,US-2016-108504,Female,Yes,32.0,No,Doctor,1.0,Average,2.0,Cat_7,D
1384,US-2016-108504,Male,No,33.0,No,Healthcare,0.0,Low,6.0,Cat_6,A
1385,US-2016-108504,Male,No,28.0,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
1386,US-2016-108504,Female,No,30.0,Yes,Healthcare,0.0,Low,3.0,Cat_7,A
1387,US-2016-108504,Female,No,32.0,Yes,Artist,0.0,Low,1.0,Cat_6,D
1388,US-2016-108504,Female,No,41.0,No,Engineer,3.0,Low,3.0,Cat_3,B
1389,US-2016-108504,Male,Yes,42.0,Yes,Artist,13.0,Low,2.0,Cat_6,A
1390,US-2016-108504,Female,Yes,45.0,Yes,Doctor,1.0,Average,4.0,Cat_6,A
1391,US-2016-108504,Female,No,39.0,Yes,Doctor,1.0,Low,2.0,Cat_6,A
1392,US-2016-108504,Female,No,29.0,No,Engineer,0.0,Low,1.0,Cat_6,D
1393,CA-2017-124828,Male,Yes,46.0,Yes,Entertainment,1.0,Average,3.0,Cat_6,A
1394,US-2017-117247,Female,Yes,26.0,Yes,Marketing,5.0,High,4.0,Cat_2,D
1395,US-2017-117247,Female,No,26.0,Yes,Healthcare,5.0,Low,4.0,Cat_6,A
1396,CA-2016-124485,Female,Yes,41.0,Yes,Doctor,1.0,Low,4.0,Cat_6,B
1397,CA-2016-124485,Female,Yes,38.0,Yes,Marketing,9.0,Low,3.0,Cat_6,D
1398,CA-2016-124485,Male,Yes,69.0,No,Executive,1.0,High,4.0,Cat_6,C
1399,CA-2016-124485,Male,No,46.0,Yes,Artist,0.0,Low,2.0,Cat_6,D
1400,CA-2016-159212,Female,No,40.0,No,Artist,0.0,Low,1.0,Cat_5,A
1401,CA-2016-159212,Male,No,25.0,No,Engineer,9.0,Low,3.0,Cat_4,C
1402,US-2016-161396,Male,Yes,59.0,No,Engineer,1.0,Average,2.0,Cat_4,A
1403,US-2016-161396,Male,No,26.0,No,Doctor,1.0,Low,4.0,Cat_6,D
1404,US-2014-118486,Female,No,33.0,Yes,Artist,0.0,Low,4.0,Cat_6,A
1405,US-2014-118486,Male,Yes,56.0,Yes,Executive,8.0,High,2.0,Cat_6,A
1406,US-2014-118486,Male,No,30.0,No,Healthcare,0.0,Low,5.0,Cat_4,D
1407,CA-2016-130407,Female,No,26.0,No,Healthcare,0.0,Low,3.0,Cat_6,C
1408,CA-2016-130407,Female,No,28.0,No,Doctor,0.0,Low,5.0,Cat_3,A
1409,US-2016-122245,Female,Yes,28.0,No,Doctor,0.0,Average,6.0,Cat_6,A
1410,CA-2017-105144,Male,No,20.0,No,Healthcare,1.0,Low,4.0,Cat_6,D
1411,CA-2016-136329,Male,Yes,41.0,No,Executive,1.0,Average,3.0,Cat_6,A
1412,CA-2016-136329,Male,Yes,37.0,Yes,Artist,0.0,High,3.0,Cat_6,C
1413,CA-2014-146640,Male,Yes,59.0,Yes,Artist,1.0,Average,3.0,Cat_3,A
1414,CA-2017-115994,Female,Yes,43.0,Yes,Artist,0.0,Average,2.0,Cat_6,A
1415,CA-2017-115994,Male,No,20.0,No,Healthcare,1.0,Low,3.0,Cat_6,A
1416,CA-2015-126697,Female,No,30.0,Yes,Healthcare,1.0,Low,5.0,Cat_2,A
1417,CA-2015-126697,Male,Yes,66.0,No,Executive,0.0,Average,2.0,Cat_6,C
1418,CA-2015-126697,Male,Yes,28.0,Yes,Artist,1.0,Average,3.0,Cat_6,D
1419,CA-2015-124800,Male,Yes,49.0,Yes,Entertainment,0.0,Average,3.0,Cat_6,B
1420,CA-2015-124800,Female,Yes,61.0,Yes,Artist,0.0,Average,3.0,Cat_6,C
1421,CA-2015-124800,Male,Yes,27.0,Yes,Artist,9.0,Average,2.0,Cat_6,D
1422,CA-2015-124800,Female,Yes,35.0,No,Engineer,1.0,Low,1.0,Cat_4,A
1423,CA-2015-124800,Male,Yes,33.0,Yes,Healthcare,0.0,Average,2.0,Cat_6,A
1424,CA-2015-124800,Female,Yes,36.0,Yes,Artist,2.0,Average,2.0,Cat_6,A
1425,CA-2015-124800,Female,No,27.0,Yes,Artist,9.0,Low,1.0,Cat_6,D
1426,US-2015-164448,Female,No,29.0,No,Healthcare,9.0,Low,1.0,Cat_6,A
1427,US-2015-164448,Female,No,31.0,No,Engineer,1.0,Low,5.0,Cat_4,D
1428,US-2015-164448,Female,No,30.0,No,Healthcare,0.0,Low,4.0,Cat_4,D
1429,US-2015-164448,Female,Yes,43.0,Yes,Artist,0.0,Average,2.0,Cat_6,A
1430,CA-2017-122700,Male,Yes,47.0,No,Executive,1.0,Low,4.0,Cat_4,C
1431,CA-2014-120768,Female,No,42.0,No,Engineer,1.0,Low,1.0,Cat_6,D
1432,CA-2014-120768,Female,No,33.0,Yes,Healthcare,1.0,Low,5.0,Cat_2,D
1433,CA-2014-120768,Female,No,36.0,Yes,Artist,1.0,Low,4.0,Cat_2,C
1434,US-2016-153129,Female,No,30.0,Yes,Engineer,1.0,Low,3.0,Cat_6,D
1435,CA-2017-106852,Male,Yes,60.0,Yes,Artist,9.0,Low,1.0,Cat_6,B
1436,CA-2017-106852,Female,No,32.0,Yes,Healthcare,0.0,Low,3.0,Cat_4,A
1437,CA-2015-139731,Female,Yes,32.0,Yes,Artist,0.0,Average,2.0,Cat_4,C
1438,CA-2015-139731,Female,No,28.0,No,Healthcare,7.0,Low,3.0,Cat_5,A
1439,CA-2017-122735,Male,Yes,46.0,Yes,Healthcare,2.0,High,4.0,Cat_7,B
1440,CA-2017-122735,Female,Yes,38.0,Yes,Artist,4.0,Low,1.0,Cat_6,B
1441,CA-2017-128160,Male,Yes,28.0,Yes,Artist,8.0,Low,1.0,Cat_6,C
1442,CA-2017-117695,Male,Yes,30.0,Yes,Entertainment,7.0,Low,2.0,Cat_6,D
1443,CA-2015-166135,Female,Yes,52.0,Yes,Artist,0.0,Average,3.0,Cat_6,A
1444,CA-2016-133725,Female,Yes,46.0,Yes,Engineer,1.0,Average,4.0,Cat_6,D
1445,CA-2017-102337,Male,Yes,37.0,No,Engineer,0.0,Average,2.0,Cat_1,C
1446,CA-2017-102337,Female,No,25.0,Yes,Engineer,2.0,Low,3.0,Cat_6,B
1447,CA-2017-102337,Female,Yes,43.0,Yes,Engineer,1.0,Average,4.0,Cat_6,A
1448,US-2014-112564,Male,No,32.0,No,Marketing,0.0,Low,4.0,Cat_6,B
1449,CA-2015-145821,Female,Yes,50.0,Yes,Engineer,1.0,High,4.0,Cat_6,D
1450,US-2015-160150,Male,Yes,43.0,No,Artist,3.0,Average,3.0,Cat_6,B
1451,CA-2016-133711,Male,Yes,37.0,Yes,Artist,0.0,Average,2.0,Cat_4,B
1452,CA-2016-133711,Male,Yes,61.0,No,Healthcare,0.0,High,4.0,Cat_7,D
1453,CA-2016-133711,Male,Yes,39.0,Yes,Artist,5.0,Average,2.0,Cat_6,A
1454,CA-2016-133711,Male,Yes,46.0,Yes,Artist,1.0,Average,5.0,Cat_6,B
1455,CA-2017-148474,Male,Yes,37.0,No,Entertainment,0.0,Average,4.0,Cat_4,D
1456,CA-2017-148474,Female,Yes,36.0,No,Engineer,0.0,Low,3.0,Cat_2,A
1457,CA-2015-111297,Female,No,28.0,No,Artist,0.0,Low,1.0,Cat_6,B
1458,CA-2016-123722,Male,Yes,86.0,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
1459,CA-2014-155271,Male,No,42.0,Yes,Artist,8.0,Low,1.0,Cat_6,B
1460,CA-2015-119907,Male,Yes,82.0,Yes,Executive,1.0,Low,1.0,Cat_6,D
1461,US-2016-128902,Female,No,18.0,No,Healthcare,1.0,Low,8.0,Cat_4,B
1462,CA-2016-152289,Female,No,18.0,No,Engineer,0.0,Low,4.0,Cat_6,D
1463,CA-2016-152289,Female,No,36.0,Yes,Artist,1.0,Low,1.0,Cat_5,A
1464,US-2016-104794,Female,No,26.0,No,Engineer,1.0,Low,6.0,Cat_6,A
1465,CA-2014-151708,Male,Yes,49.0,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
1466,CA-2014-151708,Female,Yes,69.0,Yes,Artist,1.0,Average,3.0,Cat_6,A
1467,CA-2015-100769,Female,No,29.0,No,Artist,1.0,Low,6.0,Cat_4,D
1468,CA-2017-139199,Male,No,68.0,Yes,Entertainment,1.0,Low,2.0,Cat_6,C
1469,CA-2017-139199,Male,No,33.0,No,Healthcare,4.0,Low,3.0,Cat_4,D
1470,CA-2017-139199,Male,Yes,38.0,No,Executive,3.0,High,5.0,Cat_6,A
1471,US-2015-161466,Male,Yes,52.0,No,Entertainment,1.0,Average,3.0,Cat_6,B
1472,CA-2017-164959,Male,Yes,28.0,Yes,Artist,1.0,Low,2.0,Cat_6,B
1473,US-2015-105676,Female,No,27.0,No,Healthcare,1.0,Low,5.0,Cat_2,B
1474,CA-2016-113138,Female,No,28.0,No,Engineer,0.0,Low,4.0,Cat_4,B
1475,CA-2016-113138,Female,Yes,25.0,No,Engineer,7.0,High,3.0,Cat_6,A
1476,US-2017-104955,Female,No,30.0,Yes,Artist,8.0,Low,1.0,Cat_6,A
1477,CA-2016-121958,Male,Yes,40.0,Yes,Artist,1.0,Average,3.0,Cat_2,A
1478,CA-2017-121468,Female,No,25.0,Yes,Artist,0.0,Low,9.0,Cat_6,B
1479,US-2016-108455,Female,No,30.0,Yes,Artist,5.0,Low,1.0,Cat_6,D
1480,US-2016-108455,Female,Yes,43.0,No,Engineer,0.0,Average,2.0,Cat_4,A
1481,US-2016-108455,Female,No,26.0,Yes,Artist,1.0,Low,4.0,Cat_6,B
1482,CA-2017-101210,Female,Yes,37.0,No,Entertainment,0.0,Average,3.0,Cat_6,C
1483,CA-2017-101210,Female,No,28.0,No,Healthcare,1.0,Low,5.0,Cat_7,B
1484,US-2016-108098,Female,Yes,31.0,No,Marketing,1.0,Low,5.0,Cat_4,A
1485,CA-2014-119032,Male,Yes,46.0,Yes,Artist,1.0,Low,3.0,Cat_6,A
1486,CA-2015-140410,Female,Yes,47.0,Yes,Artist,5.0,Average,4.0,Cat_6,C
1487,CA-2015-140410,Male,No,28.0,No,Healthcare,1.0,Low,4.0,Cat_6,B
1488,CA-2015-140410,Male,No,30.0,No,Healthcare,0.0,Low,1.0,Cat_6,D
1489,CA-2014-136280,Female,No,29.0,Yes,Entertainment,1.0,High,1.0,Cat_1,A
1490,CA-2017-151911,Male,No,23.0,No,Artist,2.0,Low,5.0,Cat_6,D
1491,CA-2017-166436,Female,No,22.0,No,Healthcare,1.0,Low,5.0,Cat_6,D
1492,CA-2017-166436,Male,No,20.0,No,Healthcare,1.0,Low,5.0,Cat_7,D
1493,CA-2017-139661,Male,No,22.0,No,Entertainment,1.0,Low,4.0,Cat_6,D
1494,CA-2014-123925,Female,No,19.0,No,Healthcare,0.0,Low,4.0,Cat_6,C
1495,CA-2017-152485,Male,No,21.0,No,Healthcare,1.0,Low,3.0,Cat_6,D
1496,CA-2017-152485,Female,No,19.0,No,Healthcare,0.0,Low,4.0,Cat_6,B
1497,CA-2017-152485,Male,No,39.0,Yes,Artist,1.0,Low,2.0,Cat_6,A
1498,CA-2016-141586,Female,Yes,38.0,Yes,Artist,8.0,Low,2.0,Cat_6,D
1499,CA-2017-130386,Male,No,33.0,Yes,Healthcare,3.0,Low,1.0,Cat_6,A
1500,CA-2017-130386,Female,No,38.0,Yes,Homemaker,4.0,Low,1.0,Cat_6,B
1501,CA-2017-130386,Female,No,29.0,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
1502,CA-2016-100468,Female,Yes,35.0,No,Entertainment,4.0,Low,1.0,Cat_6,D
1503,CA-2016-100468,Male,Yes,32.0,Yes,Artist,9.0,Average,2.0,Cat_6,A
1504,CA-2015-153388,Male,Yes,59.0,Yes,Artist,0.0,Low,1.0,Cat_6,D
1505,CA-2015-153388,Female,No,32.0,Yes,Doctor,0.0,Low,1.0,Cat_6,B
1506,CA-2017-154935,Female,No,29.0,Yes,Healthcare,8.0,Low,3.0,Cat_4,C
1507,CA-2016-134208,Female,No,31.0,Yes,Entertainment,0.0,Low,4.0,Cat_2,A
1508,CA-2017-108294,Male,Yes,59.0,No,Executive,0.0,High,4.0,Cat_6,B
1509,CA-2017-103611,Male,Yes,87.0,Yes,Lawyer,0.0,High,2.0,Cat_6,A
1510,CA-2017-100384,Male,Yes,53.0,Yes,Executive,0.0,Low,2.0,Cat_6,C
1511,CA-2017-100384,Male,Yes,83.0,No,Lawyer,0.0,High,2.0,Cat_6,D
1512,CA-2017-112809,Male,No,33.0,No,Healthcare,1.0,Low,5.0,Cat_4,A
1513,CA-2017-112809,Female,No,26.0,No,Engineer,1.0,Low,4.0,Cat_6,B
1514,CA-2017-112809,Female,Yes,39.0,Yes,Artist,7.0,High,5.0,Cat_6,C
1515,US-2017-160759,Female,No,27.0,No,Healthcare,1.0,Low,5.0,Cat_4,A
1516,CA-2017-148446,Female,Yes,42.0,Yes,Artist,5.0,Average,2.0,Cat_4,A
1517,CA-2014-111059,Male,Yes,46.0,Yes,Artist,4.0,Average,2.0,Cat_6,B
1518,CA-2014-111059,Male,Yes,63.0,Yes,Doctor,0.0,High,2.0,Cat_6,C
1519,CA-2017-116204,Male,No,32.0,Yes,Doctor,1.0,Low,2.0,Cat_6,B
1520,CA-2017-109946,Female,No,38.0,Yes,Engineer,0.0,Low,3.0,Cat_6,C
1521,CA-2015-144806,Male,No,38.0,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
1522,CA-2015-144806,Female,Yes,63.0,Yes,Engineer,1.0,Low,1.0,Cat_6,D
1523,CA-2015-144806,Female,No,45.0,Yes,Artist,1.0,Low,1.0,Cat_6,A
1524,CA-2015-144806,Female,No,33.0,Yes,Healthcare,1.0,Low,5.0,Cat_2,A
1525,CA-2015-144806,Male,No,27.0,No,Entertainment,0.0,Low,2.0,Cat_6,C
1526,CA-2016-122392,Female,Yes,87.0,No,Artist,7.0,High,2.0,Cat_7,B
1527,CA-2016-122392,Female,No,25.0,No,Healthcare,14.0,Low,1.0,Cat_6,D
1528,CA-2015-148432,Male,Yes,61.0,Yes,Artist,0.0,Average,4.0,Cat_6,B
1529,CA-2015-148432,Male,Yes,41.0,Yes,Artist,1.0,High,4.0,Cat_6,B
1530,CA-2015-103793,Male,Yes,86.0,Yes,Lawyer,1.0,High,2.0,Cat_6,D
1531,CA-2017-159884,Male,Yes,51.0,Yes,Executive,4.0,High,3.0,Cat_6,B
1532,CA-2017-159884,Male,Yes,83.0,No,Lawyer,0.0,High,2.0,Cat_6,A
1533,CA-2016-139885,Male,Yes,60.0,Yes,Artist,3.0,High,3.0,Cat_6,C
1534,CA-2017-124086,Male,Yes,65.0,Yes,Artist,6.0,Average,3.0,Cat_6,D
1535,CA-2016-112389,Female,No,32.0,No,Healthcare,1.0,Low,3.0,Cat_6,C
1536,CA-2016-112389,Female,Yes,41.0,Yes,Artist,1.0,Low,1.0,Cat_6,B
1537,CA-2017-121888,Female,Yes,56.0,Yes,Artist,0.0,Average,3.0,Cat_6,A
1538,CA-2017-121888,Female,Yes,74.0,No,Lawyer,1.0,High,2.0,Cat_6,C
1539,CA-2017-121888,Male,Yes,39.0,Yes,Artist,4.0,Average,2.0,Cat_2,B
1540,CA-2017-121888,Female,No,42.0,No,Artist,2.0,Low,2.0,Cat_6,A
1541,CA-2014-166884,Male,Yes,68.0,Yes,Artist,5.0,High,2.0,Cat_6,A
1542,CA-2014-166884,Male,No,30.0,Yes,Artist,1.0,Low,1.0,Cat_6,A
1543,CA-2014-107181,Female,No,32.0,No,Healthcare,1.0,Low,3.0,Cat_6,C
1544,CA-2014-107181,Male,Yes,43.0,Yes,Artist,13.0,Low,1.0,Cat_6,A
1545,CA-2014-150245,Female,Yes,40.0,Yes,Artist,3.0,High,2.0,Cat_5,C
1546,CA-2015-111395,Female,Yes,87.0,No,Entertainment,0.0,High,2.0,Cat_6,D
1547,CA-2015-111395,Male,Yes,43.0,No,Entertainment,1.0,Low,2.0,Cat_6,B
1548,CA-2015-111395,Male,Yes,48.0,Yes,Doctor,1.0,Average,3.0,Cat_2,C
1549,CA-2014-134278,Female,Yes,58.0,Yes,Marketing,0.0,Average,2.0,Cat_6,A
1550,US-2017-124926,Male,Yes,52.0,Yes,Artist,0.0,High,3.0,Cat_6,A
1551,CA-2016-159345,Female,No,30.0,No,Healthcare,14.0,Low,3.0,Cat_6,A
1552,CA-2014-130274,Female,Yes,53.0,Yes,Artist,2.0,Low,2.0,Cat_6,D
1553,CA-2017-158386,Female,Yes,56.0,Yes,Artist,3.0,Average,3.0,Cat_6,C
1554,CA-2015-111507,Male,Yes,48.0,Yes,Artist,1.0,Average,4.0,Cat_6,B
1555,CA-2017-120761,Male,Yes,28.0,No,Doctor,1.0,Low,5.0,Cat_6,D
1556,CA-2016-109176,Female,Yes,61.0,Yes,Artist,0.0,Average,2.0,Cat_6,B
1557,CA-2016-109176,Male,Yes,62.0,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
1558,CA-2015-112116,Female,Yes,49.0,Yes,Artist,1.0,Average,5.0,Cat_4,B
1559,CA-2016-126809,Male,Yes,40.0,Yes,Entertainment,0.0,High,2.0,Cat_6,D
1560,CA-2014-105172,Male,Yes,62.0,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
1561,CA-2017-107293,Male,No,35.0,Yes,Entertainment,1.0,Low,2.0,Cat_1,C
1562,US-2017-102890,Female,No,48.0,Yes,Artist,4.0,Low,1.0,Cat_6,B
1563,CA-2015-158554,Female,Yes,36.0,Yes,Artist,1.0,Average,3.0,Cat_2,B
1564,CA-2014-116239,Female,Yes,56.0,Yes,Artist,1.0,Average,5.0,Cat_6,D
1565,CA-2015-132101,Female,Yes,66.0,No,Marketing,0.0,High,2.0,Cat_1,D
1566,CA-2015-129112,Male,No,40.0,Yes,Artist,6.0,Low,2.0,Cat_6,D
1567,CA-2015-129112,Female,Yes,57.0,Yes,Artist,0.0,Average,2.0,Cat_6,B
1568,US-2017-152002,Male,Yes,42.0,Yes,Artist,0.0,Average,3.0,Cat_2,A
1569,CA-2017-165029,Male,Yes,35.0,No,Marketing,1.0,Low,3.0,Cat_6,A
1570,US-2014-157385,Male,Yes,58.0,Yes,Artist,0.0,Average,2.0,Cat_6,C
1571,US-2014-157385,Male,No,29.0,No,Artist,8.0,Low,5.0,Cat_5,D
1572,US-2014-157385,Male,No,26.0,No,Doctor,0.0,Low,1.0,Cat_6,A
1573,US-2014-157385,Female,Yes,84.0,Yes,Lawyer,1.0,High,2.0,Cat_6,D
1574,CA-2014-101602,Male,Yes,86.0,Yes,Executive,0.0,Low,1.0,Cat_6,D
1575,CA-2014-101602,Male,Yes,77.0,No,Lawyer,1.0,High,2.0,Cat_6,D
1576,CA-2016-109057,Female,No,37.0,Yes,Artist,0.0,Low,3.0,Cat_6,A
1577,CA-2016-154403,Male,Yes,74.0,No,Executive,0.0,High,2.0,Cat_6,B
1578,CA-2016-102456,Male,No,27.0,No,Artist,1.0,Low,2.0,Cat_6,A
1579,CA-2015-131338,Female,Yes,56.0,Yes,Artist,0.0,Low,1.0,Cat_6,D
1580,CA-2015-131338,Female,No,27.0,Yes,Healthcare,0.0,Low,1.0,Cat_6,A
1581,CA-2015-131338,Male,Yes,39.0,Yes,Artist,7.0,Average,2.0,Cat_6,C
1582,CA-2015-131338,Male,Yes,35.0,Yes,Entertainment,3.0,Average,2.0,Cat_6,A
1583,CA-2015-131338,Male,Yes,66.0,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
1584,CA-2015-131338,Female,No,47.0,Yes,Artist,0.0,Low,2.0,Cat_6,C
1585,CA-2015-131338,Female,Yes,36.0,Yes,Artist,8.0,Average,2.0,Cat_6,B
1586,CA-2015-131338,Male,Yes,43.0,Yes,Artist,4.0,Average,2.0,Cat_6,D
1587,CA-2015-131338,Female,Yes,55.0,Yes,Artist,0.0,Average,4.0,Cat_6,D
1588,CA-2015-131338,Male,Yes,41.0,Yes,Doctor,0.0,Average,3.0,Cat_6,A
1589,CA-2016-109911,Female,No,26.0,Yes,Artist,9.0,Low,5.0,Cat_6,D
1590,US-2016-132423,Male,Yes,72.0,Yes,Artist,0.0,High,2.0,Cat_2,A
1591,US-2016-132423,Male,Yes,59.0,Yes,Artist,0.0,Average,2.0,Cat_6,A
1592,CA-2015-122826,Male,Yes,38.0,Yes,Entertainment,1.0,Average,3.0,Cat_6,D
1593,CA-2014-117317,Male,Yes,72.0,No,Lawyer,1.0,Low,2.0,Cat_6,C
1594,CA-2015-118423,Male,No,31.0,Yes,Healthcare,1.0,Low,4.0,Cat_6,A
1595,CA-2017-149181,Male,No,41.0,Yes,Artist,9.0,Low,1.0,Cat_6,B
1596,CA-2017-132234,Male,No,25.0,No,Engineer,9.0,Low,2.0,Cat_3,D
1597,CA-2017-158876,Male,No,29.0,Yes,Artist,9.0,Low,2.0,Cat_2,A
1598,CA-2017-158876,Male,Yes,83.0,Yes,Lawyer,0.0,High,2.0,Cat_4,D
1599,CA-2017-158876,Female,Yes,51.0,Yes,Engineer,0.0,Average,4.0,Cat_6,B
1600,CA-2017-158876,Male,Yes,40.0,Yes,Artist,0.0,Low,2.0,Cat_2,D
1601,CA-2016-164672,Female,Yes,76.0,Yes,Artist,0.0,Average,2.0,Cat_6,C
1602,US-2016-132857,Male,Yes,29.0,Yes,Artist,1.0,Low,4.0,Cat_6,A
1603,CA-2017-116645,Male,Yes,46.0,Yes,Artist,1.0,Low,3.0,Cat_6,B
1604,US-2016-115819,Female,Yes,58.0,Yes,Artist,0.0,Average,4.0,Cat_6,A
1605,US-2016-115819,Female,No,46.0,Yes,Artist,1.0,Low,1.0,Cat_6,D
1606,US-2016-115819,Female,Yes,74.0,No,Lawyer,0.0,High,2.0,Cat_6,D
1607,US-2016-115819,Male,Yes,53.0,Yes,Executive,1.0,High,3.0,Cat_6,A
1608,US-2016-115819,Male,Yes,63.0,Yes,Artist,1.0,Low,1.0,Cat_6,D
1609,US-2016-115819,Female,Yes,49.0,Yes,Artist,1.0,Average,3.0,Cat_6,C
1610,CA-2014-156349,Male,No,25.0,Yes,Entertainment,5.0,Low,2.0,Cat_3,A
1611,CA-2014-156349,Male,No,46.0,No,Engineer,1.0,Low,3.0,Cat_4,C
